Symbol,Beta,VolAvg,MktCap,LastDiv,companyName,currency,exchange,exchangeShortName,industry,website,description,CEO,sector,country,fullTimeEmployees,phone,address,city
SURYALAXMI.NS,0.945575,42150,"1,574,684,288.00",0,Suryalakshmi Cotton Mills Limited,INR,NSE,NSE,Textile Manufacturing,https://www.suryalakshmi.com,"Suryalakshmi Cotton Mills Limited manufactures and sells cotton and blended yarns, denim fabrics, and garments in India, Bangladesh, Hongkong, France, Guatemala, Nepal, Egypt, the United Arab Emirates, South Korea, and internationally. The company provides spun polyester, polyester cotton combed/carded blend, polyester viscose blend, cotton OE and ring spun, slub and fancy, core spun elastane, 2 fold, eli-twisted, and compact yarns. The company also offers mercerized, coated, normal finish, cotton/polyester, yarn dyed/over dyed, and mill washed stretch and rigid denims. It serves private labels, fashion brands, and retail chains. Suryalakshmi Cotton Mills Limited was incorporated in 1962 and is based in Secunderabad, India.",,"Textiles, Apparel & Luxury Goods",IN,2304,914027819856,"6th Floor, Surya Towers, 105, Sardar Patel Road",Secunderabad
GROBTEA.NS,1.845132,1156,"1,559,149,440.00",3,The Grob Tea Company Limited,INR,NSE,NSE,Farm Products,https://www.grobtea.com,"The Grob Tea Company Limited cultivates, manufactures, and sells tea in India. It owns tea gardens under the names of Doyang, Dessoie, Kanu, Martycherra, Pathemara, and Teen Ali tea estates located in Assam. The company's gardens comprise an area of 4236.07 hectares and 2332.71 hectares of tea plantations. The Grob Tea Company Limited was incorporated in 1895 and is based in Kolkata, India.",,N/A,IN,4006,,"Haute Street, 9Th Floor, 86A, Topsia Road",Kolkata
MURUDCERA.NS,1.118141,140587,"1,543,760,256.00",0,Murudeshwar Ceramics Ltd.,INR,NSE,NSE,Building Products & Equipment,https://www.naveentile.com,"Murudeshwar Ceramics Ltd. manufactures and trades in ceramic and vitrified floor and wall tiles in India, the Americas, South America, Europe, and internationally. It offers wall tiles, such as bathroom, kitchen, and outdoor tiles; and floor tiles, such as glazed and polished glazed vitrified, double charge, soluble salt, full body, and exteriors tiles, as well as wooden strips under the Naveen Ceramic Tiles and Naveen Diamontile brand names. The company was incorporated in 1983 and is based in Bengaluru, India.",Mr. Satish Shetty,Building,IN,285,91805589849,"NaveenComplex, 7th Floor, 14, M.G. Road",Bangalore
VIKASPROP.NS,0.48938,4229557,"1,543,153,792.00",0.1,Vikas Proppant & Granite Limited,INR,NSE,NSE,Agricultural Inputs,https://www.vpgl.in,"Vikas Proppant & Granite Limited manufactures and sells guar gum and its derivatives in India. It is also involved in the mining of granite blocks; and manufacture of proppants. The company was formerly known as Vikas Granaries Limited and changed its name to Vikas Proppant & Granite Limited in February 2018. Vikas Proppant & Granite Limited was incorporated in 1994 and is based in Sri Ganganagar, India.",,Chemicals,IN,82,911542494319,"F88/89, RIICO Industrial Area",Siwani
INCREDIBLE.NS,1.368584,26499,"1,533,852,544.00",0,Incredible Industries Limited,INR,NSE,NSE,Steel,https://www.incredibleindustries.co.in,"Incredible Industries Limited manufactures and sells iron and steel products in India. It offers steel related rolled products, such as TMT, wire rods, H. B. wire, etc., as well as provides related services. The company is also involved in the generation of electricity through wind power. It also exports its products. The company was formerly known as Adhunik Industries Limited and changed its name to Incredible Industries Limited in May 2021. Incredible Industries Limited was incorporated in 1979 and is based in Kolkata, India.",,Basic Materials,IN,197,91 33 6638 4700,Lansdowne Towers,Kolkata
JMTAUTOLTD.NS,1.411061,319888,"1,531,650,048.00",0,JMT Auto Limited,INR,NSE,NSE,Auto Parts,https://www.jmtauto.com,"JMT Auto Limited manufactures, sells, and exports motor vehicle parts and accessories in India. It offers engine components, such as cam and crank shaft gears, FIP, gear 2W, gear Acc drives, GHear 2W, and assembly rocker levers; gear components, including speed, over drive, reverse, and reverse idler gears; and axle components comprising assembly coupling flanges, input shafts, helical gears, RA shafts, and shifter forks. The company also provides excavator components consisting of bodies, spindles, carriers, bearings, drums, gear casings, gear rings, housings, pin assembly, planet wheels, covers, axle/assembly pins, and body center joints; and other components, such as seat and frac valves, retainer guide bushes, E pins, inserts, companion flanges, drive shafts, motor and pump drive shafts, oil pump gears, shaft accessory drive idlers, shafts, and assembly flywheels. Its products are used in light, medium, and heavy commercial vehicles, as well as tractors and diesel engines. The company was formerly known as Jamshedpur Metal Treat Limited. The company was founded in 1987 and is based in Jamshedpur, India. JMT Auto Limited is a subsidiary of Amtek Auto Limited.", Sanjay Tiku,Auto Components,IN,597,916576626331,"C-19 & 20, D-2-3, D-8-12, NS-29-34, 7th Phase, Industrial Area, Adityapur",Jamshedpur
AMJLAND.NS,0.302212,50258,"1,527,363,968.00",0.2,AMJ Land Holdings Limited,INR,NSE,NSE,Real Estate—Development,https://www.amjland.com,"AMJ Land Holdings Limited, together with its subsidiary, develops and leases real estate properties in India. It operates through Real Estate Business, Wind Power Generation, and Investment segments. The company develops properties for residential housing and commercial spaces. It also operates 3 wind power plants with an aggregate generation capacity of 4.6 MW located at Satara and Sangli in Maharashtra. The company was formerly known as Pudumjee Pulp & Paper Mills Limited and changed its name to AMJ Land Holdings Limited in December 2017. AMJ Land Holdings Limited was incorporated in 1964 and is based in Mumbai, India.",,Real Estate,IN,3,912230213333,"Jatia chambers, 60,, Dr.V.B. Gandhi marg, Kalaghoda",Mumbai
BIOFILCHEM.NS,3.14646,92245,"1,516,718,080.00",0,Biofil Chemicals and Pharmaceuticals Limited,INR,NSE,NSE,Drug Manufacturers—Specialty & Generic,https://www.biofilgroup.net,"Biofil Chemicals and Pharmaceuticals Limited engages in the pharmaceutical and chemical businesses primarily in India. The company offers basic drugs and chemicals, such as sodium chloride, potassium chloride, sodium citrate, diethyl carbamazine citrate, ferrous sulphate, dried ferrous sulphate, ferrous fumerate, micro crystalline cellulose, and dicyclomine hydrochloride; and plastic dippers and caps. It also provides job work service for manufacturing of pharmaceuticals. The company was incorporated in 1985 and is based in Indore, India.",,Pharmaceuticals,IN,31,917312426700,,INDORE
SPMLINFRA.NS,0.943805,100336,"1,486,582,272.00",0,SPML Infra Limited,INR,NSE,NSE,Engineering & Construction,https://www.spml.co.in,"SPML Infra Limited operates as an infrastructure development company in India. The company undertakes urban water supply and distribution, and water treatment projects; constructs pumping stations for water supply, irrigation, wastewater, and storm water drainage; and designs and supplies bulk and distribution pipeline networks, as well as provides services in various areas, including construction of dams, canals, lift irrigation, micro irrigation, and tunneling. It also undertakes power generation, transmission, and distribution projects, including the construction of hydro, solar, wind, gas turbine, and thermal power plants, as well as sub-transmission/distribution lines and substations; and provides rural electrification, and integrated and smart energy management solutions. In addition, the company develops bridges, flyovers, industrial infrastructure, tunnels, special economic zones, industrial/business/technology parks, airports, bus terminals, automated car parking facilities, and toll express roads/highways. Further, it provides integrated end-to-end waste management solutions, such as collection, segregation, transportation, treatment, reusability, processing, and scientific disposal of waste water and solid waste, as well as sewer rehabilitation solutions. Additionally, SPML Infra Limited develops an integrated management information system, a software solution for metering, billing, CRM, network analysis, demand forecasting and management, asset and inventory management, business intelligence, and operation and maintenance of the entire network. The company was formerly known as Subhash Projects and Marketing Limited and changed its name to SPML Infra Limited in April 2010. SPML Infra Limited was incorporated in 1981 and is headquartered in Kolkata, India.",,Construction,IN,325,911243944555,"Spml House, 65, Institutional Area, Sector-32 -",Gurgaon
SAMBHAAV.NS,0.774336,101572,"1,471,554,688.00",0,Sambhaav Media Limited,INR,NSE,NSE,Publishing,https://www.sambhaav.com,"Sambhaav Media Limited engages in the publishing of newspapers, magazines, and audio video media in India. The company offers Sambhaav Metro, an afternoon-daily; Abhiyyan, a Gujarati magazine; and VTVGujarati, a digital publication of news and entertainment. It also operates VTV News, a Gujarati news channel; Wise TV, an in-transit TV channel; and 13 stations, including FM radio stations in Gujarat and Jammu & Kashmir, as well as offers integrated vehicle tracking and passenger information systems for buses. In addition, the company is involved in the supply, installation, testing, integration and commissioning, and training for electrical smart power fence works in Pathankot. Further, it operates www.sambhaav.com, www.abhiyaanmagazine.com, and www.topfm.in web portals for news, entertainment, gaming, and knowledge sharing activities; and web applications. The company was formerly known as Pearl Energy and Infrastructures Limited. Sambhaav Media Limited was incorporated in 1990 and is based in Ahmedabad, India.",,Media,IN,8,917926873914,"SAMBHAV HOUSE, Opp Chief Justic Bungalow, PREMCHANDNAGAR ROAD SATELLTE, BODEKDEV",Ahmedabad
TIL.NS,1.322123,16005,"1,470,441,984.00",0,TIL Limited,INR,NSE,NSE,Farm & Heavy Construction Machinery,https://www.tilindia.in,"TIL Limited, together with its subsidiary, TIL Overseas PTE Limited, provides materials handling solutions in India and internationally. The company manufactures and markets a range of material handling, lifting, port, and road construction equipment. It offers rough terrain cranes, truck cranes, industrial cranes, pick and carry cranes, Manitowoc crawler cranes, grove cranes, reach stackers, forklift trucks, container handlers, etc. The company also provides crushing and screening wheel-mounted portable solutions, mobile cranes, unit equipment, and high frequency screens, as well as rock crushers, feeders, conveyors, and screens and washing equipment for open-mine and quarry operations. In addition, it deals in spares; and provides related equipment services. Further, the company offers customer support and after sales services. TIL Limited was founded in 1944 and is headquartered in Kolkata, India.",Mr. Ramesh Aggarwal,Machinery,IN,287,913324693732,"1, Taratolla Road, Garden Reach",Kolkata
NDGL.NS,1.19077,306,"1,455,699,968.00",2.5,Naga Dhunseri Group Limited,INR,NSE,NSE,Capital Markets,https://www.nagadhunserigroup.com,"Naga Dhunseri Group Limited operates as a non-banking financial company. It invests in shares and securities; and rents commercial vehicles. The company was incorporated in 1918 and is based in Kolkata, India.",,N/A,IN,,913322801950,"DHUNSERI HOUSE, 4A, WOODBURN PARK",Kolkata
MAHAPEXLTD.NS,0.901327,3526,"1,453,493,120.00",0,Maha Rashtra Apex Corporation Limited,INR,NSE,NSE,Credit Services,https://www.maharashtraapex.com,"Maha Rashtra Apex Corporation Limited does not have significant operations. Previously, it was engaged in the hire purchase, leasing, and bill discounting. business. The company was formerly known as Maharashtra Apex Bank Ltd. Maha Rashtra Apex Corporation Limited was incorporated in 1943 and is based in Manipal, India.",,Financial Services,IN,20,918202571024,Syndicate House,MANIPAL
GILLANDERS.NS,0.978761,8581,"1,451,276,416.00",0,Gillanders Arbuthnot and Company Limited,INR,NSE,NSE,Conglomerates,https://www.gillandersarbuthnot.com,"Gillanders Arbuthnot and Company Limited engages in the textile, engineering, tea, and property businesses in India and internationally. The company's Textile division manufactures and sells grey, melange, and dyed yarns in cotton, polyester, acrylic, viscose, modal, and their blends. Its Engineering division engages in the design, detail engineering, manufacture, and supply of equipment, electrical, instrumentation, erection, commissioning, and performance tests in the field of building and technological structures, tankages, piping, blast furnaces, re-heating furnaces, industrial furnaces, cold rolling mills, continuous casting machines, gas holders, coke oven battery projects, raw material handling, etc. The company's Tea division manufactures and sells tea. Its Property division is involved in letting out commercial properties on rent. Gillanders Arbuthnot and Company Limited was incorporated in 1935 and is headquartered in Kolkata, India.",Mr. Manoj Sodhani,Industrials,IN,7003,913322302331,"C-4,Gillander House, Netaji Subhas Road",Kolkata
SANWARIA.NS,1.918141,3408205,"1,441,889,920.00",0,Sanwaria Consumer Limited,INR,NSE,NSE,Farm Products,https://www.sanwariaconsumer.com,"Sanwaria Consumer Limited is under corporate insolvency resolution process. Previously, it was engaged in production and sale of basmati rice and refined oil in India. The company was formerly known as Sanwaria Agro Oils Limited and changed its name to Sanwaria Consumer Limited in August 2017. Sanwaria Consumer Limited was incorporated in 1991 and is based in Bhopal, India.",,Food Products,IN,100,917554294878,"E-1/1, Arera Colony",Bhopal
CCHHL.NS,1.136283,156233,"1,430,318,720.00",0,Country Club Hospitality & Holidays Limited,INR,NSE,NSE,Lodging,https://www.countryclubindia.net,"Country Club Hospitality & Holidays Limited provides leisure hospitality membership services in India. It sells vacation ownership and other related services. The company also provides clubbing hub, holiday destination, fitness center, and entertainment event services. It operates approximately 50 clubs, resorts, and hotels in India, the Middle East, Bangkok, and Sri Lanka. The company was formerly known as Country Club (India) Limited and changed its name to Country Club Hospitality & Holidays Limited in December 2014. Country Club Hospitality & Holidays Limited was founded in 1989 and is headquartered in Hyderabad, India.",Shri. Y. Siddharth Reddy,"Hotels, Restaurants & Leisure",IN,394,914066848888,"Country Club Kool, #6-3-1219,, 4th & 5th Floor, Begumpet",Hyderabad
SALONA.NS,0.809292,19770,"1,424,082,560.00",1,Salona Cotspin Limited,INR,NSE,NSE,Textile Manufacturing,https://www.salonacotspin.com,"Salona Cotspin Limited produces and sells cotton yarn, knitted fabrics, and garments in India. The company offers ring spin, open end, slub, hank, and compact cotton and blend yarn products. It also provides grey, dyed, and printed fabrics; and knitwear apparels. The company also exports its products. Salona Cotspin Limited was incorporated in 1994 and is based in Coimbatore, India.", Pramod Jhajharia,"Textiles, Apparel & Luxury Goods",IN,248,914222454415,"9, IV Cross Saibaba Colony, Ramalinganagar",Coimbatore
DEEPENR.NS,0.526106,36779,"1,420,758,528.00",0,Deep Energy Resources Limited,INR,NSE,NSE,Oil & Gas Equipment & Services,https://www.deepenergy.ooo,"Deep Energy Resources Limited, a diversified oil and gas company, provides air and gas compression, gas dehydration, work over, and drilling services in India. The company is also involved in the exploration and production business of oil, gas, and coal bed methane. In addition, it provides high pressure air and gas compressors on charter hire basis. The company was formerly known as Deep Industries Limited and changed its name to Deep Energy Resources Limited in September 2020. Deep Energy Resources Limited was incorporated in 1991 and is based in Ahmedabad, India.",,Energy,IN,2,91 27 1729 8510,"12A & 14, Abhishree Corporate Park",Ahmedabad
SALSTEEL.NS,0.723893,329751,"1,415,116,800.00",0,S.A.L. Steel Limited,INR,NSE,NSE,Steel,https://www.salsteel.co.in,"S.A.L. Steel Limited manufactures and sells sponge iron and ferro alloys in India and internationally. It operates through Iron & Steel and Power segments. The company also offers iron ore pellets and finished steel products. Its products are primarily used in iron and steel industries. In addition, it generates and sells 40 MW power from waste heat recovery boiler and fluidized bed combustion boiler. S.A.L. Steel Limited was incorporated in 2003 and is based in Gandhinagar, India.",Shri. Jayant Garai,Metals & Mining,IN,441,912764286525,"Corporate House,Sola-Kalol Road, Santej",GANDHINAGAR
TCIDEVELOP.NS,0.517699,845,"1,401,023,488.00",0,TCI Developers Limited,INR,NSE,NSE,Real Estate Services,https://www.tcidevelopers.com,"TCI Developers Limited engages in the real estate and warehousing development businesses in India. The company rents or leases land, office complexes, residential buildings, warehouses, and logistics parks. It also provides project management services for construction projects. The company was incorporated in 2008 and is based in Gurugram, India.",,Real Estate,IN,27,911242381603,"TCI House, 69, Institutional Area, Sector-32",Gurgaon
SHIVAMILLS.NS,0.810452,66174,"1,395,652,352.00",1,Shiva Mills Limited,INR,NSE,NSE,Textile Manufacturing,https://www.shivamills.com,"Shiva Mills Limited manufactures and markets cotton yarns in India. It also exports its products. The company was formerly known as STYL Textile Ventures Limited and changed its name to Shiva Mills Limited in August 2017. Shiva Mills Limited was incorporated in 2015 and is based in Coimbatore, India.",,"Textiles, Apparel & Luxury Goods",IN,674,914222435555,,Coimbatore
LOKESHMACH.NS,1.301327,184987,"1,393,070,208.00",0,Lokesh Machines Limited,INR,NSE,NSE,Specialty Industrial Machinery,https://www.lokeshmachines.com,"Lokesh Machines Limited manufactures and sells machine tools in India. The company operates in two segments, Machines Division and Component Division. It offers CNC machines, including CNC lathes, vertical and horizontal machining centers, drill and tap centers, turn mill centers, and vertical turning centers. The company also provides special purpose machines, such as linear transfer lines, rotary transfer machines, simplex milling, duplex milling, triplex milling, gang milling, gun drilling, multiway drilling, line boring, fine boring, and multiway boring machines. In addition, it offers automation products, such as gantry, robotic, and 4th axis automation products, as well as customized standard machines. Further, the company provides auto components consisting of cylinder blocks and heads, and connecting rods. It also exports its products to Japan, Germany, the Netherlands, Turkey, Italy, China, and the Middle East countries. The company was incorporated in 1983 and is based in Hyderabad, India.",,Machinery,IN,483,914023079310,"B-29, EEIE Stage-II Balanagar",Hyderabad
DAMODARIND.NS,0.655309,42960,"1,392,142,080.00",0,Damodar Industries Limited,INR,NSE,NSE,Textile Manufacturing,https://www.damodargroup.com,"Damodar Industries Limited manufactures, processes, and trades in cotton and fancy yarns in India. It exports its products to approximately 40 countries across Europe, South Africa, South America, Australia, Korea, Belgium, Singapore, Italy, Egypt, and the Gulf countries. The company was formerly known as Damodar Threads Limited and changed its name to Damodar Industries Limited in January 2013. Damodar Industries Limited was incorporated in 1987 and is headquartered in Mumbai, India.",,"Textiles, Apparel & Luxury Goods",IN,1220,912266610301,"A1/202, Centre Point243-A, N.M. Joshi Marg, Lower Parel (E)",Mumbai
AARVI.NS,1.004691,61625,"1,374,172,800.00",2,Aarvi Encon Limited,INR,NSE,NSE,Staffing & Employment Services,https://www.aarviencon.com,"Aarvi Encon Limited provides manpower outsourcing and consultancy services in India and the United Arab Emirates. The company offers information technology (IT) staffing, manpower outsourcing/technical staffing, project management, construction supervision, procurement assistance/expediting, inspection, pre-commissioning and commissioning, operation and maintenance, CAD/drafting, 3D modeling, and shutdown, as well as engineering services. It serves the IT, engineering/EPC, oil and gas, LNG, PNG, metal and mineral, fertilizer, telecom, refinery/petrochemical, pipeline, infrastructure, power, renewable energy, cement, automobile, ports and terminals, and CGD/CNG, as well as metro and mono rail/railway industries. The company was incorporated in 1987 and is headquartered in Mumbai, India.",,Professional Services,IN,4394,912266626890,,Mumbai
TIRUPATIFL.NS,-0.430023,164036,"1,372,000,000.00",0.011429,Tirupati Forge Limited,INR,NSE,NSE,Metal Fabrication,https://www.tirupatiforge.com,"Tirupati Forge Limited manufactures and sells carbon steel forged flanges, and forged and other automotive components in India. The company provides slip-on, weld-neck, blind, lap-joint, threaded, and socket weld flanges; and din, conical, and plate flanges. It also offers auto parts, bearings, gears, crank shafts, hammer unions, forged pipe fittings, and seamless rolled rings. The company offers its products under the Tirupati brand name. It exports its forging products to the United States, as well as European and African countries. The company was incorporated in 2012 and is based in Rajkot, India.",,Industrials,IN,92,91 28 2727 0512,"Plot No. 1-5, Survey No. 92/1",Rajkot
IL&FSENGG.NS,0.911504,45650,"1,366,849,664.00",0,IL&FS Engineering and Construction Company Limited,INR,NSE,NSE,Engineering & Construction,https://www.ilfsengg.com,"IL&FS Engineering and Construction Company Limited engages in infrastructure development and construction, and project management businesses in India and internationally. It develops and constructs roads and bridges, railways, expressways, and highways; residential buildings, commercial buildings, industrial structures, and hospital buildings; irrigation canals and dams; and thermal and hydel power projects. The company also develops ports involving construction of berths, jetties, breakwaters, marine structures, and cargo handling facilities, as well as land for setting up port-based industries; and constructs terminal buildings, runways, aprons, parking bays, hangers, and other structures in the airport sector. In addition, it constructs rail and rail-based systems; oil and gas pipelines and storage tank terminals; water and water treatment plants; power generation, transmission, and distribution projects; and industrial construction projects. The company was formerly known as Maytas Infra Limited and changed its name to IL&FS Engineering and Construction Company Limited in January 2011. IL&FS Engineering and Construction Company Limited was incorporated in 1988 and is based in Hyderabad, India.",,Industrials,IN,315,91 40 4040 9333,Door No.8-2-120/113,Hyderabad
WELINV.NS,1.005752,7317,"1,360,928,384.00",0,Welspun Investments and Commercials Limited,INR,NSE,NSE,Capital Markets,https://www.welspuninvestments.com,"Welspun Investments and Commercials Limited invests and deals in shares and securities in India. It is also involved in the trading of textile products and commodities. The company was formerly known as Welspun Investments Limited and changed its name to Welspun Investments and Commercials Limited in March 2010. Welspun Investments and Commercials Limited was incorporated in 2008 and is based in Mumbai, India. Welspun Investments and Commercials Limited is a subsidiary of Welspun Group Master Trust.", Gajendra Nahar,Distributors,IN,,912224908000,"B Wing 09Th Floor ,Trade World Premises, Senapati Bapat Marg, Lower Parel West",Mumbai
AAREYDRUGS.NS,1.326991,146497,"1,345,389,056.00",0,Aarey Drugs & Pharmaceuticals Limited,INR,NSE,NSE,Drug Manufacturers—Specialty & Generic,https://www.aareydrugs.com,"Aarey Drugs & Pharmaceuticals Limited manufactures and sells active pharmaceutical ingredients, bulk drugs, intermediates, and specialty chemicals for various industrial applications in India. The company provides mono methyl and die methyl urea, ortho para nitro anisole, 2 bromomethyl 1,3 dioxalane, uracile and active pharma ingredients, such as metformin HCL, mefenamic acid, and doxophylline. It also offers chemicals and solvents, which include aeromatics chemicals, chemical acids, chlor alkalies, glycols and glycol ethers, fiber intermediates, acetates and esters, and chlorinated solvents, as well as industrial alchols, ketones, amines, oleochemicals, intermediates, olefines, phosphates, fertilizers, monomers, and chemicals. The company's pharmaceutical products are used by pharmaceutical formulation manufacturers and pharmaceutical merchant exporters. It also trades in industrial solvents and chemicals. Aarey Drugs & Pharmaceuticals Limited was incorporated in 1990 and is headquartered in Mumbai, India.",,Healthcare,IN,,91 22 6287 2999,"1227, Hubtown Solaris",Mumbai
NIRAJ.NS,-0.263716,39840,"1,345,080,064.00",0,Niraj Cement Structurals Limited,INR,NSE,NSE,Engineering & Construction,https://www.niraj.co.in,"Niraj Cement Structurals Limited executes various infrastructure projects in India. The company constructs highways, expressways, turnkey project roads, bridges, tunnels, etc.; and water supply and drainage, irrigation, land storm water drainage, and other infrastructural works. It also rents construction equipment, including ready mix concrete units, crushing units, and concrete slipform pavers, as well as motor graders, excavators, JCBs, rollers, hotmix plants, BT pavers, and allied construction equipment. The company was founded in 1972 and is based in Mumbai, India.",,Industrials,IN,19,91 22 6602 7100,Niraj House,Mumbai
AARON.NS,0.987438,9993,"1,338,349,696.00",0,Aaron Industries Limited,INR,NSE,NSE,Specialty Industrial Machinery,https://aaronindustries.net,"Aaron Industries Limited manufactures and sells elevators and elevator parts in India. The company operates through Elevator, Electrical, and Steel Polishing Divisions. It offers elevator cabins, doors and frame, elevator parts, etc.; and auto door systems, door operators, swing and manual doors, and gearless machines. The company also provides electrical equipment, such as distribution board and box, busbar, MS box etc. In addition, it engages steel polishing activities comprising stainless steel polishing of mirrors and matts, stainless steel press plates, stainless steel designer sheets, etc. Aaron Industries Limited was incorporated in 2013 and is based in Surat, India.",,Industrials,IN,106,91 26 1227 8410,"B-65 & 66, Jawahar Road No. 4",Surat
DGCONTENT.NS,1.297124,94221,"1,323,898,112.00",0,Digicontent Limited,INR,NSE,NSE,Internet Content & Information,https://www.digicontent.co.in,"Digicontent Limited operates in the entertainment and digital innovation business in India. The company operates desimartini.com, a movie reviews and ratings Website that has a base of users who read movies reviews, entertainment news, and martini shots, as well as provides content sourcing services. It is also involved in the aggregation and creation of audio and multi-screen videos; and distribution of in-house creative and niche celeb based content to mobile and digital users, as well as operates an audio feed that plays music inside across various stores. In addition, the company maintains repository of images; and carries out media tool to build, promote, and amplify brand communication, as well as covers various brand activities, such as events, promotions, parties, campaigns, and product launches in various HT media platforms. Further, it is involved in the dissemination of news, knowledge, information, entertainment, and content of general interest in English, Hindi, and any other language through various digital and economic media; and management of advertising time and space on its news websites, such as hindustantimes.com, livemint.com, and livehindustan.com. The company was formerly known as HT Digital Ventures Limited and changed its name to Digicontent Limited in October 2017. Digicontent Limited was incorporated in 2017 and is based in New Delhi, India.",,Media,IN,26,,,New Delhi
REMSONSIND.NS,0.925663,9663,"1,320,928,768.00",1,Remsons Industries Limited,INR,NSE,NSE,Auto Parts,https://www.remsons.com,"Remsons Industries Limited engages in the manufacture and sale of automotive components parts and its products in India. It offers clutch, accelerator/throttle/gasoline, front and rear parking brake, shift and reverse gear, choke, engine stop, speedometer, fare meter, de-compressor, body cables, HVAC cables, door cables, pull-to-stop cables, drive change, and seat cables for use in two, three, and four wheelers; and light, medium, and heavy commercial vehicles, as well as in construction, mining, and farm equipment. The company also provides flexible shafts that are used in speedometers, tachometers, power tools/machineries, power seats, and farm and earth moving equipment; gear shift systems and push pull cables, which are used in passenger cars and rear engine buses, as well as in light, medium, and heavy commercial vehicles. In addition, it offers winch assembly, jack kit, pedal box assembly, and parking box assembly products. The company exports its products to the United Kingdom, France, Mexico, the United States, Germany, Austria, Sweden, Italy, Spain, Turkey, Nepal, Sri Lanka, Bangladesh, Brazil, Kenya, Bhutan, Singapore, and the United Arab Emirates. Remsons Industries Limited was founded in 1959 and is headquartered in Mumbai, India.",,Auto Components,IN,273,912228683883,"88-B, Govt. Indl. Estate, Kandivli",Mumbai
SIGIND.NS,1.315044,37347,"1,320,249,344.00",0.5,Signet Industries Limited,INR,NSE,NSE,Specialty Chemicals,https://www.groupsignet.com,"Signet Industries Limited engages in merchant trading of various polymer and other products in India. The company operates through Manufacturing, Wind Power Unit, and Trading segments. It distributes and trades in PVC resins; polyolefins, such as HDPE, LLDPE, and PP; PET resins; and DOP and DBP plasticizers, as well as imports and trades in LDPE and metallocine grades. The company also manufactures micro irrigation systems; HDPE sprinkler pipes, HDPE pipes, and cable ducts; PVC pipes and fittings; spray pumps; crates; molded furniture; and household molded products, as well as ghamela, buckets, milk canes, stools, mugs, supda, etc. In addition, it generates and distributes electricity through windmill in the sates of Rajasthan and Maharashtra. The company was formerly known as Signet Overseas Limited and changed its name to Signet Industries Limited in January 2010. Signet Industries Limited was incorporated in 1985 and is based in Indore, India.",,Trading Companies & Distributors,IN,526,917314217800,"Survey No.314/3, SDA Compound, Lasudiya Mori, Dewas Naka",INDORE
IVP.NS,1.278318,15441,"1,302,662,784.00",1,IVP Limited,INR,NSE,NSE,Specialty Chemicals,https://www.ivpindia.com,"IVP Limited manufactures and sells foundry chemicals in India. The company offers resins/binders, foundry coatings, and other allied products used in various fields, such as foundry, composites, insulation, and refractory, as well as ferrous and non-ferrous foundries. It also provides polyurethane systems for use in the manufacture of shoe soles, including unit soles, safety shoes, and chappals; and composite, insulation, and refractory resins. In addition, the company exports its products. IVP Limited was incorporated in 1929 and is based in Mumbai, India.",Mr. Manadr Joshi,Chemicals,IN,190,912264562353,"Shashikant N Redij Marg, Ghorupdeo",Mumbai
TPLPLASTEH.NS,1.98024,41389,"1,291,820,032.00",3.5,TPL Plastech Limited,INR,NSE,NSE,Materials,http://www.tplplastech.in/,"TPL Plastech Ltd. is a holding company, which engages in the manufacture of plastic and polymer products. The company is headquartered in Mumbai, Maharashtra. The firm's segment includes polymer products and all its business operations are in India. The firm offers narrow mouth drums of 210, 235 and 250 liters capacity. The company offers narrow mouth and wide mouth carboys with capacities of 25 and 35 liters narrow mouth, 50 liters rocket type, 50 liters wide mouth, 50 liters two opening, 100 liters narrow mouth and 100 liters wide mouth. The firm provides open top drums-bulk and medium with capacities of 35, 50, 60, 210 and 235 liters. The company also offers polyethylene (PE) pipes in various material grades, PE-63, PE-80 and PE-100, in range of 20 millimeter outer diameter (OD) to 280 millimeter OD. The firm's PE pipes are used in applications, such as portable water services or distribution lines, sewerage and drainage, cable ducting, natural gas distribution, irrigation, waste disposal, industrial application and offshore pipeline installation.",Mr. Akshay Chandan,Packaging,IN,,912240624200,"102, Vtm Building, Andheri Kurla Road, Andheri East",Mumbai
RSSOFTWARE.NS,1.216814,316786,"1,287,228,160.00",0,R S Software (India) Limited,INR,NSE,NSE,Information Technology Services,https://www.rssoftware.com,"R S Software (India) Limited provides software solutions to the electronic payment industry in India, the United States, and the United Kingdom. The company engages in the development, testing, and maintenance of software products. Its solutions cover digital payments, data analytics, emerging payments, merchant acquiring, security and compliance, QA and testing, payment processing, and platform architecture solutions, as well as Payabbhi, a digital payments platform. The company serves payment networks, payment processors, banks, merchants, and payment service providers. R S Software (India) Limited was incorporated in 1987 and is based in Kolkata, India.",,Technology,IN,150,913322875746,"234/3A, A-2, FMC Fortuna, Ajc Bose Road",Kolkata
